ET_FID,X_Label,Y_Label,ZONE_CODE,POL_CODE,NAME,POL_NAME
0,175.989349037623,-37.0852675332503,7,42,Waikato East Coast / Coromandel Peninsula,Onemana
176.116570621025,-37.0599258311179
176.114517094094,-37.0912969587986
176.113722650394,-37.0940528854868
176.114073998743,-37.0965642434889
176.116757098717,-37.1140059830062
176.116844333198,-37.1159562717009
176.116851649797,-37.1161219906985
176.114233781086,-37.1556300719411
176.114062282769,-37.1582169354175
175.921675139086,-37.2238778186574
175.859590486412,-37.2392281207967
175.859169380117,-37.2385627920746
175.85803105342,-37.2355560207043
175.857606385433,-37.2331154056073
175.857439508715,-37.2312073721015
175.857396227432,-37.2305289154303
175.85761277654,-37.227392193589
175.857661827884,-37.2272244309631
175.854359988199,-37.2260949160139
175.853683799331,-37.2257415875866
175.850671872907,-37.224705115245
175.849518150533,-37.2241350940085
175.84877503506,-37.2237199542654
175.847471035895,-37.223273750297
175.844182697506,-37.2215550865521
175.842697583773,-37.2204410174525
175.841317669488,-37.2194058176242
175.838963010141,-37.2168912819492
175.83719024105,-37.2140879152471
175.83605317679,-37.2110809241026
175.835586295849,-37.2079616936662
175.83555038103,-37.2070609678379
175.835767788506,-37.203924349086
175.83666278138,-37.2008655130957
175.837410548011,-37.1994680278488
175.83457580454,-37.1973405324573
175.832222060918,-37.1948258448495
175.830450061226,-37.1920223592615
175.829436782345,-37.1894582207452
175.829217898845,-37.1887154182321
175.829094734802,-37.1882725475548
175.828628279952,-37.1851532730873
175.828783608756,-37.1829145038594
175.827748643773,-37.1812766985512
175.826612453517,-37.1782695979214
175.826146167049,-37.1751503131097
175.826128272386,-37.1746999133702
175.826345977387,-37.1715632969476
175.827240965747,-37.1685045198358
175.828785970086,-37.165616572887
175.830933987344,-37.162987180594
175.831019218811,-37.1629144796898
175.831459744165,-37.1620909149747
175.833607567087,-37.1594614747128
175.834261353983,-37.1589037433113
175.835942080667,-37.1568459369447
175.835988436886,-37.1568063885157
175.836836289847,-37.1557682619853
175.838186342667,-37.1545164454472
175.838549244511,-37.154209607118
175.839884415179,-37.1531703587584
175.843025773484,-37.1512872099005
175.843570165545,-37.1510667919057
175.845048345301,-37.1501805930538
175.846168254568,-37.1496591796781
175.847642882411,-37.1490173108292
175.850024794706,-37.1481206710276
175.853780993646,-37.1472107758582
175.854103290853,-37.1471798400982
175.852521464611,-37.1463523878119
175.849659082255,-37.1442033013394
175.847759173215,-37.1422491870998
175.847457155542,-37.1418901227317
175.845316788224,-37.1398619770222
175.843387226785,-37.1377366731329
175.841616175145,-37.1349333544235
175.84048014504,-37.1319263901768
175.840014380352,-37.1288267973233
175.83994621031,-37.1271741411772
175.840001735189,-37.1251814853536
175.840396830074,-37.1211142741971
175.840767196226,-37.1199069585544
175.840619180089,-37.1192157909321
175.840352269179,-37.1172661225309
175.84022971684,-37.1158774930381
175.840446676235,-37.1127407917093
175.841340404336,-37.1096819169825
175.842883669567,-37.1067937965662
175.845029521789,-37.10416416028
175.847712725933,-37.1018728773531
175.849600413231,-37.1006593101608
175.850107632998,-37.1003677073572
175.850153347964,-37.1003414946661
175.850196330227,-37.1003169138568
175.851401872871,-37.0996733824113
175.854901333892,-37.0982551527486
175.857286576368,-37.0976768901281
175.858790733859,-37.0967742097476
175.860404014933,-37.0960741170551
175.861887280558,-37.0942554745568
175.86349363833,-37.0928831005196
175.863481642984,-37.0925947920675
175.86348704672,-37.0912758681693
175.863794139639,-37.085110134207
175.863896605668,-37.0839668784704
175.8644205231,-37.0799250981661
175.864643112483,-37.0772449079475
175.865342045531,-37.0738306072971
175.865738469046,-37.0726302982462
175.865844591905,-37.0709191853778
175.865834851998,-37.0710949218196
175.866044921324,-37.0692445403923
175.866937100522,-37.0661854852641
175.868478497273,-37.0632970438834
175.868535595586,-37.0632126474329
175.867852258585,-37.0624116319956
175.8663159212,-37.0599789510254
175.866243695176,-37.0598971673809
175.864473650384,-37.0570941970424
175.863337907568,-37.0540874618789
175.862871640022,-37.0509863520203
175.862685258514,-37.0464831788833
175.862684527023,-37.0464652323385
175.862754124482,-37.04545383839
176.101258801087,-36.9826271415527
176.105329707455,-36.9933157098859
176.105823914135,-36.9965246267664
176.107554178187,-37.0010663695978
176.112315626781,-37.0320540187239
176.112504032478,-37.036260082127
176.11251251222,-37.0364522536881
176.112321095479,-37.0393758092018
176.11637975667,-37.0556734080427
176.116561800541,-37.0597263750556
176.116570621025,-37.0599258311179
END
1,178.439136187135,-38.3433905095184,10,62,Gisborne North,Tolaga Bay
178.57494990475,-38.4051810563917
178.574086953144,-38.4316414435697
178.357959508966,-38.3939509313524
178.284863166647,-38.3823621570626
178.283607184429,-38.3793815766985
178.283027875564,-38.3762745981077
178.283142757793,-38.3731356363343
178.28324418278,-38.3725379537932
178.283375521932,-38.3718516925442
178.283299815332,-38.3712304851737
178.28266015374,-38.3659813036778
178.282594673693,-38.3653135072559
178.282709567488,-38.3621745384528
178.283471060004,-38.3592160124563
178.284265157255,-38.3570724672408
178.284309040489,-38.3569554836958
178.28578032353,-38.3540367340698
178.287872773537,-38.351363475711
178.288278296737,-38.3509470378886
178.289702426666,-38.349527825556
178.291946768324,-38.3475977170858
178.295073684845,-38.3456490606412
178.298582625932,-38.3441575260303
178.300190276905,-38.3436664606737
178.301769603485,-38.3432372093903
178.301458349768,-38.3415692471078
178.301318127209,-38.3396884887442
178.300806138586,-38.3384168993474
178.300226463583,-38.3353099850801
178.300340580339,-38.3321709903244
178.301144933179,-38.3290952911021
178.302615000514,-38.32617632853
