t0,m0,mw,x,y,z,area,dt
1479916648640.9963,1.0663676559844342e+20,7.285271,868969.903273,5378973.159771,-7000.0,1378653294.9325,59.233642578125
1480024013626.1472,8.138472205500695e+19,7.207029,1028061.278707,5805919.524676,-12750.0,874744342.592067,20.94775390625
1480107296456.3462,4.309644345611143e+19,7.022961,950678.649139,5745382.675895,-12600.0,612529357.528491,24.82958984375
1480363587024.9417,2.986822086957227e+20,7.583473,744182.07844,5402057.391565,-12000.0,2151027338.11939,46.2255859375
1480544764155.0383,4.0006124560824386e+19,7.001418,894297.997887,5507524.225732,-13000.0,570095650.446867,23.91552734375
1480694967115.2256,2.1532849877832437e+20,7.488734,920396.123376,5539730.284739,-13000.0,2071906682.90746,42.624267578125
1480786048815.7722,5.024792487104015e+19,7.067412,664224.744194,5259892.339871,-6750.0,537773509.61661,21.22216796875
1480960017024.3882,4.494068151071628e+19,7.035093,220067.462358,5038292.277836,-13000.0,576035115.631433,21.25634765625
1481072497024.05,8.855861674987056e+19,7.231487,711313.830301,5326969.861532,-11400.0,858284643.116102,17.33056640625
1481109545104.0195,1.3823368664658786e+21,8.027076,842436.914125,5427031.469916,-7200.0,11755794741.259249,115.834716796875
1481912915152.216,1.4242542760381053e+20,7.369058,663634.96236,5290961.890035,-10000.0,1260928518.70741,27.8212890625
1481928371731.3982,4.951261147737501e+19,7.063144,101609.933624,4912946.975088,-4756.097561,669975450.414573,24.96875
1482004161013.6282,4.26530112298816e+19,7.019966,622227.401698,5285235.983184,-6300.0,623949605.611972,21.490234375
1482022963224.9968,1.6315595384439226e+20,7.408402,1907302.605477,7235083.889483,-18324.324324,2297378217.601991,39.586181640625
1482076893080.457,7.579737706593935e+19,7.186436,-10146.834824,4473707.864131,-18146.341463,1236646404.602895,28.16259765625
1482286029860.89,1.4382148638664282e+22,8.705216,1608341.207744,6438807.453356,-12810.810811,44405826576.805695,176.883544921875
1482786461094.133,1.502200938204942e+20,7.384485,53463.364079,4783239.793095,-17268.292683,2147782953.695968,41.28466796875
1482786685223.4573,2.0945940165476935e+20,7.480733,62992.411584,4785989.680433,-12600.0,2058795018.936453,63.1142578125
1483206812291.8875,4.20140580254141e+19,7.015596,159416.884284,4976234.564105,-8142.857143,541114261.466473,15.217529296875
1483229277176.5198,1.1791858132265175e+20,7.314388,689146.24358,5330453.283738,-11700.0,1116678465.08217,28.39404296875
1483257427077.2466,6.24057641358855e+19,7.13015,744456.118481,5354039.030176,-11700.0,552824621.782554,15.474365234375
1483261407205.7083,8.18468838912796e+20,7.875335,233592.532582,5054953.724097,-16932.212885,5971907107.099663,62.72119140625
1483410461648.6704,5.131199675499205e+19,7.073479,643146.867031,5314288.790804,-10000.0,700614551.631662,24.502685546875
1483429014273.6238,2.100885215937828e+22,8.814935,846153.680137,5427448.834184,-18810.810811,56065908528.36368,231.425537109375
1483429130383.793,6.122629409426786e+19,7.124625,969591.16238,5618078.32586,-13000.0,798249117.186072,22.2451171875
1483619340117.7495,1.2002661270018621e+20,7.319518,763794.980345,5314154.69627,-12461.538462,1312296852.437272,35.19580078125
1483671528120.457,9.719610578497742e+19,7.258433,708273.171227,5342520.827617,-13500.0,1075621909.286959,45.04833984375
1483810324242.878,7.834214718415575e+19,7.195997,758345.851221,5355213.532693,-6000.0,802536969.278607,21.802490234375
1484237286244.0725,2.8649168820855584e+20,7.571408,516845.007555,5253247.280591,-7200.0,2961103976.922606,60.28662109375
1484410857654.678,1.925959084581682e+20,7.456431,174755.334245,5001288.198192,-7714.285714,2309400200.977662,28.306640625
1484607658625.6553,3.5792440191561374e+20,7.635861,142936.813937,4953215.513929,-12758.744788,4428170906.36937,47.117919921875
1484848575747.6108,5.020631002120891e+19,7.067172,1011060.811354,5780859.447864,-7615.384615,660764455.876246,24.351806640625
1484949521972.6855,5.206662057825285e+19,7.077706,744731.681204,5324751.093934,-12000.0,545873215.263149,17.930908203125
1485009079631.6655,1.1204040853176128e+20,7.299583,959124.749446,5548106.057109,-11700.0,1078949374.603157,35.428466796875
1485266741805.5696,1.3336062108170654e+22,8.683352,1905014.732914,7237453.993983,-18972.972973,53821376854.004234,286.94970703125
1485589669330.6204,8.036105755283268e+19,7.203364,1143884.285396,5716945.998026,-3214.285714,877242966.289358,26.109130859375
1485662335191.8076,2.519010059826234e+20,7.534153,605066.856587,5314458.907439,-13000.0,1855261987.635074,44.066650390625
1486325434913.9326,8.565942351592754e+19,7.22185,505113.82372,5171273.551139,-4500.0,729133282.039602,26.61572265625
1486923603833.5664,5.570611641117646e+19,7.097269,98663.714081,4910168.791818,-1902.439024,724700369.593827,26.29150390625
1487480659783.4192,8.414858187257593e+20,7.883365,513148.580765,5240382.916321,-11250.0,5536100272.583199,106.66650390625
1487681117401.893,2.309536184552587e+20,7.509017,315625.589424,4963180.077912,-7615.384615,1230058701.908257,32.42529296875
1487726548503.897,1.2575762902099763e+20,7.333023,1040227.512996,5922678.837207,-5250.0,1284817516.263291,20.177734375
1487832371664.3057,1.0603870794200857e+21,7.95031,16992.18047,4593210.311279,-18300.0,8358847965.07933,63.20458984375
1488498100212.9,3.584463664480898e+20,7.636283,1904476.777237,7240261.525803,-19297.297297,3714783801.731849,43.307861328125
1488577323890.101,4.8207349361288724e+19,7.055409,151649.798007,4968373.853216,-8150.024121,568951518.084329,17.446533203125
1488707105495.0378,1.9690632409178158e+20,7.46284,1091408.59471,5625479.221155,-9642.857143,1916119088.652715,38.062255859375
1489326369482.6257,1.1613325293630798e+20,7.309971,175825.868651,4990630.022787,-16888.215488,1739519183.862046,30.478271484375
1489479122662.226,7.89212347951956e+19,7.198129,710034.218654,5328817.019097,-12600.0,823271960.575297,15.6640625
1490055718107.0735,2.7522281253727627e+20,7.55979,314961.558452,5116798.259573,-3000.0,2168825645.338226,51.358154296875
1490104605336.3687,5.893517581355015e+19,7.113583,841018.338232,5428391.835287,-12600.0,675210217.645329,24.40283203125
1490387409111.8528,5.381882890701747e+19,7.087289,1126584.994282,5698030.540986,-9642.857143,850538629.1517,32.611572265625
1490567671944.927,6.822190895388294e+19,7.155949,734596.093957,5347067.954187,-12600.0,571472495.45968,14.361083984375
1490706403876.11,3.3178312714894e+20,7.613903,600900.789982,5301603.158657,-12600.0,2277199124.518441,47.1318359375
1491007365981.3813,2.396291488022578e+20,7.519693,1053627.347549,5570015.882575,-10285.714286,1793679217.244836,31.626220703125
1491149861039.5754,4.0128089741286605e+19,7.002299,1029945.788654,5840795.24117,-12000.0,392578374.900787,10.99755859375
1491209624506.9402,1.1062702240676741e+20,7.295907,986737.95568,5709871.479696,-12000.0,1001575058.460738,32.343994140625
1491327259286.5217,1.3070840132405155e+20,7.344202,1060910.730656,5604117.377165,-11571.428571,1132395430.721281,30.445556640625
1491381308441.2002,1.5231858802469618e+20,7.388502,1910128.433717,7229906.253164,-17351.351351,2256631740.46139,38.096923828125
1491449190315.8662,1.6702308654202723e+20,7.415184,190626.279652,5000082.178321,-20384.922395,1945598311.424033,54.093505859375
1491458689616.5503,4.446342990841007e+19,7.032002,87251.284985,4897220.52121,-8273.170732,606473077.441185,29.596923828125
1491657970430.7583,8.981468015122568e+19,7.235565,354306.283176,5056344.660048,-9000.0,999603300.979174,37.382080078125
1491742622777.7417,1.2717335049016875e+20,7.336264,931650.278077,5611700.289128,-12000.0,1098743023.7259,29.90966796875
1491890891522.3586,1.1889163157929347e+21,7.983434,822153.149458,5357243.779945,-14270.27027,8954144917.619694,61.821533203125
1492062087209.406,7.44271118810554e+19,7.181154,775414.711546,5372460.189466,-10000.0,832048303.762629,26.9130859375
1492116108187.4136,5.886491826998376e+19,7.113238,899781.906352,5646476.838461,-9900.0,600867705.330212,17.581787109375
1492691081225.9438,1.284279296909835e+20,7.339106,665120.756754,5290400.798785,-4000.0,1144486460.954724,30.700927734375
1492950811358.046,1.426959581953949e+21,8.036274,123915.108899,4915946.388981,-16415.851158,8548081435.761082,62.302978515625
1493069153349.8396,9.194463850436256e+19,7.242351,225259.059573,4811917.002649,-3600.0,889710683.034039,33.552978515625
1493350982845.01,4.919306601298616e+19,7.061269,822871.345242,5424584.748296,-11000.0,496391073.437542,12.42236328125
1493364242655.8958,6.603125703943111e+19,7.1465,200934.781879,5021452.974898,-4000.0,825805263.380035,21.79833984375
1493607501353.3733,3.975646948017188e+22,8.999605,1705081.554041,6682615.803606,-18810.810811,96532865120.9611,280.7158203125
1494060820910.6636,4.092301813722573e+19,7.007978,793610.784718,5379228.554689,-6300.0,582128867.621144,22.039794921875
1494158772430.1125,9.775460940207427e+19,7.260091,627154.16933,5286555.295713,-9000.0,1002819232.751917,24.392822265625
1494923987435.5327,8.228779586982031e+20,7.87689,325687.297206,5112676.897246,-12000.0,5537845090.08452,112.86181640625
1495302678757.4492,4.5811482347102e+19,7.04065,1052582.162511,5915091.885032,-3750.0,507333708.601705,18.23779296875
1495596072483.9514,9.661629412003249e+19,7.2567,171831.123059,4991855.214026,-10357.142857,1307639764.390599,40.358154296875
1495690153528.2966,9.755021288714496e+19,7.259485,534489.074098,5260186.529672,-11700.0,1122419128.84466,25.849365234375
1495904911517.4998,2.6637566843810287e+20,7.55033,312822.488612,5113149.099048,-14000.0,2234153326.832175,57.060302734375
1495932535268.8545,4.3539114513976295e+19,7.02592,846528.513646,5429532.136711,-8100.0,578390324.654036,22.184814453125
1496186504447.097,8.587768743599276e+19,7.222587,59346.80073,4789819.748362,-4500.0,977505035.915181,36.146484375
1496631383487.8977,8.165252752180501e+19,7.20798,1904476.777237,7240261.525803,-19297.297297,1411748272.644084,33.05615234375
1496891128826.2488,5.303055431255701e+19,7.083017,787713.188778,5385294.386655,-3600.0,549009181.842175,15.797607421875
1497149643801.7393,1.2297034671169769e+20,7.326534,824969.540452,5258751.025576,-5027.027027,1490247599.430228,58.22998046875
1497181844328.042,4.765220730821738e+19,7.052055,748228.794595,5354589.791275,-9900.0,540137888.503987,17.42822265625
1497181859385.565,9.142828377568969e+19,7.24072,729428.898808,5336834.685296,-2400.0,864165243.618937,22.0771484375
1497252583243.3193,6.484099437270654e+19,7.141233,880587.21592,5544012.232722,-5400.0,536160124.754861,22.3359375
1497269458956.396,6.511466801594284e+20,7.809119,-10322.641798,4477529.994486,-17560.97561,4546200281.162378,52.5322265625
1497785925414.1648,1.0857010911036472e+20,7.290474,1001991.837633,5673668.903694,-13000.0,1048839057.756218,28.169677734375
1498014438820.6113,7.343142856097826e+19,7.177255,89957.193893,4899393.07262,-8507.317073,889823873.458181,34.121826171875
1498313642784.8594,5.64462604715701e+20,7.767757,165296.010225,4981686.173546,-13486.880466,5618590915.617594,50.638916015625
1498356791876.2622,2.019648838583143e+20,7.470184,624301.186744,5298317.109589,-6300.0,1555999794.925601,31.486328125
1498799144120.903,4.485080466790186e+19,7.034513,1030894.137991,5538208.08084,-6428.571429,659343085.34793,22.489501953125
1498975256346.6155,1.7615945307553373e+20,7.430604,1020636.676055,5565736.507289,-4500.0,1424860199.771819,37.27734375
1498993245725.7783,7.29967056214002e+19,7.175536,1140714.650845,5721653.38802,-12214.285714,675295772.291198,18.56201171875
1499195970056.8938,1.2113535224050829e+20,7.322181,604583.013071,5420875.09759,-10800.0,870339460.074695,41.3876953125
1499315367744.2026,1.3153054791267556e+20,7.346018,590386.836439,5461256.551938,-11700.0,995177754.434383,28.9404296875
1499626102155.431,6.6295110801159586e+19,7.147654,785223.224875,5379536.600792,-11000.0,822169074.518982,29.5927734375
1499646071048.9075,1.627793246550808e+20,7.407733,745725.599408,5385868.983615,-12000.0,1454385062.822433,42.060791015625
1499652617097.5315,1.3514594141944922e+22,8.687202,1921431.746678,7209195.707885,-13459.459459,54943228816.36002,296.01513671875
1499836358814.3792,1.1768239551658788e+20,7.313808,939214.823534,5572164.668188,-10000.0,1115982504.791107,36.53466796875
1500280878665.241,1.1982281700720629e+20,7.319026,146285.852977,4962333.778708,-6387.096774,1544595688.067947,45.59326171875
1500293520541.927,4.927335487591238e+19,7.061741,281908.519058,4946666.973837,-9900.0,509159142.430996,20.520751953125
1500331010682.125,4.041635747592741e+19,7.004371,200493.97731,5020329.09138,-6000.0,696683786.456262,24.531005859375
1501082040473.4949,1.6417087016664698e+20,7.410197,687928.534979,5322837.259681,-6300.0,1327058218.998768,33.093505859375
1501502770530.6226,6.741039409409398e+19,7.152485,515107.198429,5289266.70508,-9900.0,795900349.097103,35.63525390625
1501616868384.6775,9.129447121238974e+19,7.240296,1176454.633041,5769900.75525,-12806.652807,776151347.161766,22.878173828125
1501736012797.3616,5.571397715142467e+19,7.097309,552402.894905,5205166.12886,-5000.0,653734342.457985,24.9033203125
1501761524572.702,9.142211241154278e+19,7.240701,562095.776044,5252816.301297,-8000.0,873265418.184714,18.224853515625
1501904185659.7039,7.999532916650077e+19,7.202043,780367.633274,5356416.783942,-12000.0,740425925.88025,15.772705078125
1502139308814.7097,4.8484961123670155e+19,7.057071,1038064.219524,5914251.16078,-6000.0,638745746.314445,18.8330078125
1502188440041.7393,8.194084749781328e+20,7.875667,326808.232245,5114076.291149,-11250.0,5545414947.784044,111.68408203125
1502612524317.4045,3.153665501281189e+20,7.59921,313243.043602,5115291.255178,-5000.0,2569999137.450116,61.120361328125
1502755223943.9778,1.8915490920900064e+20,7.451212,1912012.319211,7226454.495617,-16702.702703,2532915670.761304,38.870849609375
1503117559834.8088,1.4123109830616144e+20,7.36662,643184.468505,5287746.622872,-5400.0,1654249577.177879,51.207275390625
1503348054991.2874,7.936887480782905e+19,7.199767,980192.985189,5630201.579398,-12000.0,750313787.732482,15.886474609375
1503469061775.8828,7.084057937581688e+19,7.166855,92634.582897,4901615.822606,-9268.292683,879002730.369042,29.0390625
1503502804932.8425,3.1325821570766995e+20,7.597268,561547.197258,5275367.26505,-12600.0,2468632425.202454,30.29052734375
1503504901837.4448,4.668827546466643e+19,7.046139,1010693.986562,5580851.621764,-9642.857143,445329801.071955,15.2998046875
1503618523496.5356,2.1252964646192123e+20,7.484946,654160.317014,5364180.342122,-13500.0,1741394336.891278,41.797607421875
1503890523741.4204,3.6947092821883607e+21,8.31172,50653.540721,4784964.642116,-15512.195122,19424507225.54724,112.0126953125
1504014671815.1526,6.666178210262535e+19,7.149251,748228.794595,5354589.791275,-9900.0,573868076.794866,16.73486328125
1504155790836.0852,7.658991363148898e+19,7.189448,840585.58603,5507936.1596,-10000.0,767032813.104146,24.3427734375
1504364726473.4424,8.727445473117253e+19,7.227258,710034.218654,5328817.019097,-12600.0,858163794.353151,16.61279296875
1504707427309.5305,6.41342389178837e+19,7.13806,820736.533711,5380775.143013,-7996.621622,799726523.72721,19.115966796875
1505288611071.5227,6.623344421253771e+19,7.147385,701458.955872,5298180.952642,-13090.909091,703407537.178175,25.294189453125
1505419205902.0876,4.172374919871173e+19,7.013589,651974.197458,5318014.757035,-11000.0,540399851.903169,17.895263671875
1505445895734.0789,1.4106647303381793e+20,7.366283,644499.423668,5332725.572844,-9000.0,1370577402.864701,36.54345703125
1505538585318.342,5.1059648108922814e+19,7.072052,1126910.944876,5708705.605291,-10285.714286,514742269.929869,19.146484375
1505557839959.0073,7.004261538854772e+19,7.163575,948316.142078,5477416.046029,-12857.142857,569472673.866502,18.558837890625
1505982257798.165,1.2690130607251343e+20,7.335644,572707.035498,5271605.343599,-6300.0,1288140064.364422,32.633056640625
1506156902455.864,9.296590995785072e+22,9.245549,1903534.83449,7241987.404576,-19621.621622,211447422195.2481,916.04296875
1506189953616.2676,1.777727993299887e+20,7.433244,779879.275119,5344139.15161,-7000.0,1770826907.838364,37.270751953125
1506318631101.6582,4.178843049143802e+19,7.014037,1001576.220151,5480602.803439,-8357.142857,556846848.463519,19.19287109375
1506324198351.7644,2.5269162396298415e+20,7.535061,1036281.064701,5726774.027514,-12000.0,1618006726.557815,25.611572265625
1506360763258.3909,4.172041536321007e+19,7.013566,723625.853399,5312135.072117,-13000.0,483547572.675222,22.5634765625
1506672971647.8188,1.7717925675021353e+20,7.432275,145459.786138,4949055.195795,-15474.508083,2724487547.3132,55.201416015625
1507392782681.7856,5.745334497531624e+20,7.772877,806236.257944,5406785.454534,-18972.972973,5972631459.638039,59.176513671875
1507393233182.352,5.79026760605364e+19,7.108466,805647.002771,5423458.625844,-11000.0,834481525.482268,29.20556640625
1507541684729.332,2.576340605927103e+20,7.540669,189162.840294,5003225.757976,-17986.696231,2679511059.896449,43.68701171875
1507746477208.8882,9.252236702402326e+19,7.244164,18701.593359,4585106.328423,-10800.0,728343651.82964,20.347412109375
1507829513930.006,4.384154658206603e+19,7.027924,200819.91807,5019334.123567,-11000.0,492330633.267722,11.265869140625
1508329844930.1099,4.99009197000244e+19,7.065406,1132831.366457,5692102.959787,-7714.285714,536733885.968845,14.923828125
1508677744167.1516,1.3009120611901229e+20,7.342832,708089.664981,5341805.454597,-12600.0,1211571149.114602,31.47509765625
1508986240099.429,5.868861019724162e+19,7.112369,586990.932588,5276876.285915,-7200.0,760229296.07188,22.05810546875
1509056098466.375,7.884907131162884e+20,7.864531,324563.360501,5111282.552227,-12750.0,5590050410.120596,122.45166015625
1509112003129.7124,2.3024850056880266e+20,7.508131,1905014.732914,7237453.993983,-18972.972973,2871015662.518427,46.808837890625
1509537624023.3816,8.45414950715722e+19,7.218047,126083.164503,4939832.190285,-7368.421053,876856361.287503,29.441162109375
1509596402280.4092,6.257002728608711e+20,7.797578,314588.585564,5116355.981864,-4000.0,4777570067.772657,74.292724609375
1509635699184.861,1.335196235805466e+20,7.350363,175174.630975,4996564.710332,-9659.090909,1666215518.948691,31.36767578125
1509768152850.8345,2.7806059842788478e+20,7.56276,661307.063745,5372507.843543,-13000.0,2131326022.366112,59.033935546875
1510167372285.7527,1.5599846052051347e+20,7.395414,538936.32183,5263002.974868,-12600.0,1451518837.895974,26.3056640625
1510204680984.7437,6.92738119568886e+19,7.160379,1060327.136193,5877678.547026,-3000.0,841849553.392603,26.163818359375
1510560972300.612,5.933150113378333e+19,7.115524,847385.762602,5524247.878828,-12600.0,554027191.691641,18.179931640625
1510692516446.795,1.0596795725091529e+20,7.28345,758770.156123,5357304.495391,-13000.0,1110853009.662108,25.821044921875
1510693306832.3647,5.87224217070944e+19,7.112536,753388.091421,5352958.125428,-4500.0,568034929.89467,19.283203125
1511694252837.0645,1.680949528874441e+20,7.417036,1084400.22727,5621706.014072,-12214.285714,1753777962.522287,51.49755859375
1511785928355.2656,7.62956622039461e+19,7.188333,842909.772755,5426578.014792,-5400.0,838292210.368375,21.622802734375
1511970435043.9019,1.12749196660179e+20,7.301409,599895.399544,5308175.367233,-2700.0,1245329915.817754,45.62060546875
1512240726372.0435,4.095569599899954e+19,7.00821,831691.588181,5366051.338502,-6463.963964,461556789.062002,23.382568359375
1512524205981.1238,1.6017652101807308e+22,8.736399,1903130.847421,7240905.751529,-19621.621622,62213597286.16496,338.287109375
1512766617452.136,5.040173740938094e+19,7.068297,923913.63418,5456121.40331,-12857.142857,622389464.069136,22.59619140625
1512933182637.4255,1.380627301830326e+20,7.360051,1022930.979219,5724722.746521,-4500.0,1231641129.083019,39.94775390625
1513020934779.3057,8.286593922157375e+19,7.212251,709053.487731,5327463.247468,-13200.0,778508429.326863,14.841552734375
1513196032736.6245,3.173140881880974e+20,7.600993,156910.938414,4960157.415923,-16704.826583,3666965581.667495,31.58837890625
1513232743384.754,7.878082372507266e+19,7.197614,620299.035618,5319828.186444,-13000.0,781873786.07522,20.0830078125
1513628740420.0317,8.882829018186842e+19,7.232368,-10858.705407,4477829.572997,-17268.292683,1329005179.569097,22.651611328125
1513832047289.7466,3.423447421380724e+20,7.622976,1043249.248498,5523342.481446,-19297.297297,3286076812.802012,42.796630859375
1513971644186.9734,1.3758371911231055e+20,7.359045,666114.88894,5292511.981284,-13000.0,1160037782.188177,27.279296875
1514497612172.7395,6.495091640173227e+19,7.141724,783615.511035,5391695.426529,-7200.0,834391843.376447,24.2041015625
1514585425586.4082,1.2852281718775875e+20,7.33932,861963.442901,5395916.480737,-10795.085995,1152897950.295386,31.9140625
1514920004469.3538,4.7870976001914315e+19,7.053382,214005.178228,5034897.216721,-11000.0,642245474.272392,17.540283203125
1514946090685.6536,4.517489842538863e+19,7.036598,823186.338409,5424151.197395,-13000.0,449578368.491502,14.007080078125
1515515548215.8645,7.004163230907045e+20,7.830238,327540.921,5113052.882326,-12750.0,5541971309.556947,128.10986328125
1515623836623.2825,2.2234792722303448e+20,7.498022,1928967.288652,7195388.677699,-10864.864865,2722432867.689903,35.916015625
1515698345276.1348,1.297752030293254e+20,7.342128,171168.537581,4990909.559055,-10357.142857,1609443749.299392,53.664306640625
1515867505632.86,1.0366825042186315e+21,7.943764,-313.736562,4572061.884905,-9365.853659,7572825292.46746,56.918212890625
1515980945879.802,5.6628872193752244e+19,7.102025,1027429.002773,5904136.972536,-12750.0,643262807.900522,19.5810546875
1516156781246.202,2.976652022679845e+20,7.582485,314588.585564,5116355.981864,-4000.0,2422702361.268209,60.321044921875
1516637117317.672,1.507232025256886e+20,7.385453,918387.611549,5545640.952668,-12000.0,1536152808.091337,36.2177734375
1517047671176.0144,1.893797123239479e+20,7.451556,515619.248653,5250598.472159,-5400.0,1794861234.912258,33.02392578125
1517171627615.5544,9.994832492204171e+19,7.266517,914600.132558,5428257.968666,-10010.39501,821336812.200816,22.39892578125
1517234379881.6646,4.447401461859744e+19,7.032071,59788.034781,4789197.794025,-5400.0,567499209.595554,21.044921875
1517335275345.4988,9.876994570232719e+19,7.263083,833888.879421,5380677.078413,-5397.683398,1125355093.959281,23.746826171875
1518484385014.1084,2.62295750687511e+20,7.545861,118731.041069,4930678.770253,-7834.002733,2790928318.477846,44.804443359375
1518484840560.9497,1.9513316388693626e+20,7.460221,117379.436364,4913048.416475,-14926.829268,2520194237.412117,28.035888671875
1518523697519.2695,2.2809729373572343e+20,7.505413,1064805.197927,5621975.953626,-5785.714286,1597195418.311644,41.80517578125
1518712901862.4219,3.257773384534882e+22,8.941947,1913896.204704,7223002.738071,-16054.054054,99831759983.50523,495.980712890625
1519050646951.4026,7.137513885874614e+19,7.169031,750962.356158,5356333.893257,-11700.0,574995284.893007,16.555419921875
1519303783000.554,4.33421300170616e+19,7.024607,772409.240815,5347696.757043,-12857.142857,605938341.060559,19.949951171875
1519408231139.9033,4.420751594782375e+19,7.030331,1035186.785624,5876544.325059,-11250.0,462316437.624802,11.492431640625
1520020396654.8486,9.322711549367968e+19,7.246361,194833.132603,4939312.221025,-9000.0,751522316.271144,31.998779296875
1520155872003.5576,1.3286054045909393e+20,7.348931,644156.508294,5225592.582899,-8100.0,1083838670.005446,36.419921875
1520357870849.338,1.820361317056149e+20,7.440105,152492.930978,4968609.991632,-6720.779221,1722184899.854508,40.65673828125
1520388980017.4255,9.813886432014538e+19,7.261227,684178.383851,5328821.358322,-12600.0,1024951072.373472,29.126953125
1520502397578.1216,6.98511512090497e+19,7.162782,99160.721854,4909718.132689,-5707.317073,829634449.364829,26.3193359375
1520615676167.2263,9.178898162462437e+19,7.24186,766535.148913,5364212.742332,-11000.0,974220201.924119,30.673828125
1520685977924.0083,1.694734477536733e+20,7.419401,605292.402106,5281994.968056,-4500.0,1387843925.920198,22.036865234375
1521094589468.1611,1.8022795754339782e+20,7.437215,971308.807509,5503547.06339,-5785.714286,1512063394.454886,41.021728515625
1521296573828.021,1.1102429460463888e+20,7.296945,715723.260184,5313778.358431,-3000.0,1144660795.782188,20.03759765625
1521726894814.4595,6.621523998813908e+19,7.147305,162516.040136,4979403.598693,-5183.430515,812787896.970349,20.9541015625
1521837744371.8633,1.6491470861097694e+20,7.411506,1905418.719983,7238535.64703,-18972.972973,2258787137.335327,39.171142578125
1521985069091.3662,1.3558725517804493e+21,8.021479,298124.560319,5111848.655582,-13500.0,10167215786.697094,157.3955078125
1522024834016.1865,3.178253281191615e+20,7.601459,787634.528309,5265524.395183,-10054.054054,3204599321.073897,53.26953125
1522354381777.908,7.571488209833637e+19,7.186121,1049002.833992,5926014.619076,-6000.0,899891272.440219,24.3828125
1522766705319.9941,4.224260573214183e+19,7.017167,200770.349912,5020110.041155,-8000.0,578973120.286473,15.46240234375
1522826849779.0828,3.5265421910542375e+21,8.298233,818555.51781,5364990.045614,-15405.405405,17500438531.961094,77.51806640625
1522993878259.1865,7.727524248559264e+19,7.192027,638226.16056,5328917.695131,-12000.0,977041102.250126,27.5166015625
1523678841411.2583,4.479008828270085e+19,7.034121,726472.966162,5274806.790257,-12272.727273,455973130.742862,16.6640625
1523868745317.469,4.766708902972532e+19,7.052146,1145923.21892,5710071.655129,-3214.285714,575829274.63882,31.316162109375
1524032612839.5308,3.4437874545623296e+20,7.624691,570449.513519,5280729.019301,-12600.0,3241566748.38183,40.691162109375
1524034968324.125,4.466312793700881e+19,7.033299,783699.937118,5386295.952562,-9900.0,553908666.071653,17.16845703125
1524741872194.9807,1.5946255212445335e+22,8.735106,1905418.719983,7238535.64703,-18972.972973,61758600184.033356,337.37109375
1524778624240.514,9.307464252466073e+19,7.245888,688154.105092,5232825.231873,-13153.846154,910735964.666887,31.593505859375
1524806393077.3777,2.094510479261479e+20,7.480722,1025265.271976,5527077.495653,-9000.0,1590048527.703166,42.215087890625
1524847171279.6116,3.991937738250718e+19,7.000789,520109.578598,5245960.625453,-9000.0,549062256.258406,19.834228515625
1525329003964.6714,1.0172697095782077e+20,7.271624,982593.454805,5661784.769114,-9000.0,896762255.452613,27.33447265625
1525431649308.481,2.0189762457056726e+20,7.470087,145985.324041,4967394.495775,-10451.612903,2672543067.224619,40.709228515625
1525551091169.934,4.455978047827675e+19,7.032629,883991.533545,5489425.582179,-5000.0,521454539.914401,18.770263671875
1525785275734.4956,1.3337785882091033e+20,7.350056,666114.88894,5292511.981284,-13000.0,1138756644.604056,28.76513671875
1525949876680.4836,7.0932525790771995e+19,7.16723,87848.034711,4897449.099283,-9395.121951,892589082.647301,38.071533203125
1526414456011.4514,5.170692424098473e+19,7.075699,750048.096043,5352057.965404,-4500.0,531521558.504769,19.071044921875
1526464675124.9397,7.070577717037399e+19,7.166303,786054.696467,5379480.875957,-8000.0,825588761.188714,32.885986328125
1526871528675.9988,5.424732078259365e+19,7.089586,517050.718589,5252625.267887,-5400.0,724197286.291421,21.109375
1526928039315.951,2.941043118202557e+20,7.579001,69163.998816,4686420.134063,-6300.0,2061678288.212436,47.66259765625
1526960622733.8218,5.492436839819394e+19,7.093177,1070589.998108,5864248.189584,-12750.0,678568007.133829,21.3525390625
1527193743100.294,3.559181346831946e+20,7.634233,165900.372599,4991322.920338,-11000.0,3608860965.526618,64.962890625
1527442761615.5073,1.3431181199488436e+20,7.352076,398650.421317,5076217.180692,-11769.230769,949866494.581237,25.827392578125
1527570740862.726,2.7714491516541865e+20,7.561805,313192.062738,5113596.686485,-13000.0,2398676664.585931,68.236083984375
1527882106527.642,8.584796151344351e+19,7.222487,624702.058588,5282038.511873,-4000.0,884883982.435905,26.7373046875
1527898607938.97,1.755753720453168e+20,7.429642,1905418.719983,7238535.64703,-18972.972973,2404582633.622846,41.555908203125
1527903268954.9763,1.9283016691666364e+20,7.456783,744188.789233,5385032.74319,-13000.0,1606064540.758423,39.162109375
1528149292206.7249,5.341749790868215e+19,7.085122,795455.831558,5360339.840629,-7000.0,780665053.581418,18.072265625
1528168775485.5562,1.0643863726712843e+20,7.284733,-9521.135021,4475808.296636,-18146.341463,1371565636.355312,23.876953125
1528593373659.69,4.715172062066684e+19,7.048998,956426.513011,5412659.242171,-6729.72973,580042345.400363,14.79541015625
1528594924075.9966,5.986805641681647e+19,7.11813,870666.255816,5378994.5406,-7913.513514,680687158.33235,26.70361328125
1528966826064.2559,4.1629461931313626e+21,8.346267,134058.153144,4930430.774191,-14842.105263,23653253432.622868,227.81787109375
